file,source,proposal,measure,chord,primarySource,primaryFunction,primaryFit,primaryMaterials,availableMaterials,cells,status
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","2","F7","F mixolydian","modal","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","4","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","6","Bb7","Bb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Bb-D-F-Ab | D->F | Ab->A | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","8","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->G | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","10","Gm7","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","11","C7","C mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","12","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","F-A-C-Eb | A->G | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","13","Gm7","G dorian","tonic","aligned","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","13","C7","C mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","14","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","15","Bb7","Bb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Bb-D-F-Ab | D->F | Ab->A | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","16","F7","F mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->Bb | Eb->D | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","18","Bb7","Bb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","Bb-D-F-Ab | D->F | Ab->A | F-Ab-C-Eb | F-Ab-Bb-C-Eb | Ab-C-Eb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","20","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","F-A-C-Eb | A->G | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","22","Gm7","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","23","C7","C mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F | Bb->A | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","24","F7","F mixolydian","dominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","F-A-C-Eb | A->G | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","25","Gm7","G dorian","tonic","caution","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","G-Bb-D-F | G-Bb-D-E | A-Bb-G","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","reference","","25","C7","C mixolydian","color","caution","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","1","Fm7","F dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","2","Abmaj7","Ab major","predominant","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","3","Bb7sus4","Bb mixolydian","color","aligned","dominante sus / pentatônica","dominante sus / pentatônica | eixo diminuto / ii menores | side slip pentatônico | sus quartal / pentatônico","Bb-Eb-F-Ab | C-Eb-F-Bb","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","4","Eb6/9","Eb major","tonic","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","5","Fm7","F dorian","predominant","neutral","m7 dórico / 6","m7 dórico / 6 | pilha pentatônica dórica","F-Ab-C-Eb | F-Ab-C-D | G-Ab-F","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","6","Abmaj7","Ab major","predominant","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","Ab-C-Eb-G | Bb-D-F | D->Eb | Eb-G-Bb","available-nonprimary"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","7","Bb7sus4","Bb mixolydian","color","aligned","dominante sus / pentatônica","dominante sus / pentatônica | eixo diminuto / ii menores | side slip pentatônico | sus quartal / pentatônico","Bb-Eb-F-Ab | C-Eb-F-Bb","primary-material"
"imported-real-book/b-002-Baby It's Cold Outside.musicxml","generated-primary","Estratégia — Melodia primeiro","8","Eb","Eb major","tonic","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","Eb-G-Bb-D | F-A-C | A->Bb | Bb-D-F","available-nonprimary"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","1","G","G major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","G-B-D-F# | A-C#-E | C#->D | D-F#-A","available-nonprimary"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","2","A7","A mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","A-C#-E-G | C#->D | G->F# | E-G-B-D | E-G-A-B-D | G-B-D-F#","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","2","D7","D mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","D-F#-A-C | F#->Eb | C->G | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","3","Eb7","Eb mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Eb-G-Bb-Db | G->C | Db->E | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","4","C7","C mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F# | Bb->A# | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","4","F#dim7","F# diminished","color","caution","Diminuto resolvido","Diminuto resolvido | ciclo diminuto por terças menores","F#-A-C-D# | F#->F","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","4","F7","F mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->Gb | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","5","Gb7","Gb mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Gb-Bb-Db-E | Bb->Eb | E->G | Db-E-Ab-B | Db-E-Gb-Ab-B | E-Ab-B-Eb","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","7","Eb7","Eb lydian dominant","predominant","aligned","SubV lídio dominante","SubV lídio dominante | dominante bebop / notas-guia | dominante natural / notas-guia | ii menor sobre dominante | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","Eb-A-Db | Eb->D | G->F# | Db->D","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","8","D","D major","modal","aligned","","maj7 lídio / tríade do II | maj / tríades superiores","D-F#-A-C# | E-G#-B | G#->A | A-C#-E","available-nonprimary"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","8","D7","D mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","D-F#-A-C | F#->G | C->B | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","9","G","G major","color","neutral","","maj7 lídio / tríade do II | maj / tríades superiores","G-B-D-F# | A-C#-E | C#->D | D-F#-A","available-nonprimary"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","10","A7","A mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","A-C#-E-G | C#->D | G->F# | E-G-B-D | E-G-A-B-D | G-B-D-F#","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","10","D7","D mixolydian","color","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","D-F#-A-C | F#->Eb | C->G | A-C-E-G | A-C-D-E-G | C-E-G-B","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","11","Eb7","Eb mixolydian","predominant","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | 7 / tríades superiores naturais | eixo diminuto / ii menores","Eb-G-Bb-Db | G->C | Db->E | Bb-Db-F-Ab | Bb-Db-Eb-F-Ab | Db-F-Ab-C","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","12","C7","C mixolydian","predominant","aligned","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | side slip pentatônico | eixo diminuto / ii menores | 7 / tríades superiores naturais","C-E-G-Bb | E->F# | Bb->A# | G-Bb-D-F | G-Bb-C-D-F | Bb-D-F-A","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","12","F#dim7","F# diminished","color","caution","Diminuto resolvido","Diminuto resolvido | ciclo diminuto por terças menores","F#-A-C-D# | F#->F","primary-material"
"imported-real-book/b-003-Bag's groove.musicxml","reference","","12","F7","F mixolydian","color","neutral","dominante natural / notas-guia | ii menor sobre dominante","dominante natural / notas-guia | ii menor sobre dominante | dominante bebop / notas-guia | eixo diminuto / ii menores | side slip pentatônico | 7 / tríades superiores naturais","F-A-C-Eb | A->Gb | Eb->Bb | C-Eb-G-Bb | C-Eb-F-G-Bb | Eb-G-Bb-D","primary-material"
